workload,seed,observed_policy,review_ticks,tick,eligible_count,frozen_greedy,frozen_delay,pooled_greedy,pooled_delay,analytical_greedy,analytical_delay
competition,314,fcfs,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,314,fcfs,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,fcfs,1,7,2,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
competition,314,greedy,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
competition,314,greedy,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,314,greedy,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,greedy,1,7,2,a2j1,a0j1,a2j1,a0j1,a0j1,a0j1
competition,314,myopic,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
competition,314,myopic,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,314,myopic,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,myopic,1,7,2,a2j1,a0j1,a2j1,a0j1,a0j1,a0j1
competition,314,uncertainty,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
competition,314,uncertainty,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,314,uncertainty,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,uncertainty,1,7,2,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
competition,314,delay,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,delay,2,2,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,314,delay,2,6,3,a1j1,a1j1,a1j1,a1j1,a0j1,a0j1
competition,314,edf,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,edf,2,2,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,314,edf,2,6,3,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
competition,314,edf,2,8,2,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
competition,314,fcfs,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,fcfs,2,6,3,a1j1,a1j1,a1j1,a1j1,a0j1,a0j1
competition,314,fcfs,2,8,2,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
competition,314,greedy,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,greedy,2,6,3,a1j1,a1j1,a1j1,a1j1,a0j1,a0j1
competition,314,myopic,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,myopic,2,6,3,a1j1,a1j1,a1j1,a1j1,a0j1,a0j1
competition,314,uncertainty,2,0,3,a0j0,a2j0,a0j0,a2j0,a2j0,a2j0
competition,314,uncertainty,2,6,3,a1j1,a1j1,a1j1,a1j1,a0j1,a0j1
competition,314,uncertainty,2,8,2,a1j1,a1j1,a1j1,a1j1,a2j1,a2j1
competition,315,delay,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,delay,1,1,2,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,delay,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,delay,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,315,edf,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,edf,1,1,2,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,edf,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,edf,1,7,2,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,fcfs,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,fcfs,1,1,2,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,fcfs,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,fcfs,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,315,greedy,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,greedy,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,315,greedy,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,greedy,1,7,2,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,315,myopic,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,myopic,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,315,myopic,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,myopic,1,7,2,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,315,uncertainty,1,0,3,a2j0,a0j0,a2j0,a0j0,a1j0,a0j0
competition,315,uncertainty,1,1,2,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,uncertainty,1,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,uncertainty,1,7,2,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,delay,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,delay,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,edf,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,edf,2,2,2,a2j0,a2j0,a2j0,a2j0,a1j0,a1j0
competition,315,edf,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,edf,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,315,fcfs,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,fcfs,2,2,2,a2j0,a2j0,a2j0,a2j0,a1j0,a1j0
competition,315,fcfs,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,greedy,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,greedy,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,myopic,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,myopic,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,uncertainty,2,0,3,a2j0,a1j0,a2j0,a1j0,a1j0,a1j0
competition,315,uncertainty,2,2,2,a2j0,a2j0,a2j0,a2j0,a1j0,a1j0
competition,315,uncertainty,2,6,3,a2j1,a0j1,a2j1,a0j1,a2j1,a0j1
competition,315,uncertainty,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
