policy,seed,scenario_hash,evidence,status,error,planned_calls,total_loss,accrued_loss,loss_upper_bound,correct_jobs,jobs_closed,reviews_started,reviews_completed,corrections,late_returns,expired_requests,review_busy_ticks,simulated_ticks_completed,incomplete_service,episode_wall_seconds,scheduled_calls,attempts,prompt_tokens,completion_tokens,unknown_token_attempts,request_wall_seconds,execution_index,folder,review_ticks,estimator_hash
delay,313,b6c7ef72f38b9db15bd5ac30b02747297faedff13f37b01ec322b9df03a846aa,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.910081,12,12,2624,88,0,1.746857764199376,164,313/s1/delay,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
fcfs,313,b6c7ef72f38b9db15bd5ac30b02747297faedff13f37b01ec322b9df03a846aa,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.32313,12,12,2624,88,0,1.7456255704164505,165,313/s1/fcfs,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
uncertainty,313,b6c7ef72f38b9db15bd5ac30b02747297faedff13f37b01ec322b9df03a846aa,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.360998,12,12,2624,88,0,1.741663422435522,166,313/s1/uncertainty,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
myopic,313,b6c7ef72f38b9db15bd5ac30b02747297faedff13f37b01ec322b9df03a846aa,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.370707,12,12,2624,88,0,1.7455570809543133,167,313/s1/myopic,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
edf,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.24673,12,12,2624,84,0,1.6689849831163883,168,314/s1/edf,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
delay,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.283703,12,12,2624,84,0,1.6806088089942932,169,314/s1/delay,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
fcfs,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.348787,12,12,2570,84,0,1.6806214917451143,170,314/s1/fcfs,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
uncertainty,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,5,5,1,0,1,5,12,,2.283723,12,12,2570,84,0,1.6737861819565296,171,314/s1/uncertainty,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
myopic,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,4,4,48,5,6,5,5,0,0,1,5,12,,2.205628,12,12,2624,84,0,1.6558571215718985,172,314/s1/myopic,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
greedy,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,4,4,48,5,6,5,5,0,0,1,5,12,,2.235664,12,12,2624,84,0,1.667716559022665,173,314/s1/greedy,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
delay,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,4,4,48,5,6,4,4,0,0,2,8,12,,2.200412,12,12,2570,84,0,1.6663544122129679,174,314/s2/delay,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
fcfs,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.241894,12,12,2570,84,0,1.6640380155295134,175,314/s2/fcfs,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
uncertainty,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.268234,12,12,2570,84,0,1.6666323095560074,176,314/s2/uncertainty,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
myopic,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,4,4,48,5,6,4,4,0,0,2,8,12,,2.249984,12,12,2570,84,0,1.663295067846775,177,314/s2/myopic,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
greedy,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,4,4,48,5,6,4,4,0,0,2,8,12,,2.2374,12,12,2570,84,0,1.6756825670599937,178,314/s2/greedy,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
edf,314,b8f4b6a635a459feb792ea7fc5ca3eaf867dc4eb98c792cc4cf42cddf8ac7200,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.722574,12,12,2570,84,0,1.6743851155042648,179,314/s2/edf,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
fcfs,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.203501,12,12,2570,84,0,1.6797079481184483,180,315/s2/fcfs,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
uncertainty,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.452473,12,12,2570,84,0,1.6687608510255814,181,315/s2/uncertainty,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
myopic,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.231154,12,12,2570,84,0,1.6801382713019848,182,315/s2/myopic,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
greedy,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.201144,12,12,2570,84,0,1.6780813336372375,183,315/s2/greedy,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
edf,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,8,12,,2.204791,12,12,2570,84,0,1.685241675004363,184,315/s2/edf,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
delay,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,0,0,2,8,12,,2.513694,12,12,2570,84,0,1.664395360276103,185,315/s2/delay,2,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
uncertainty,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.22694,12,12,2624,84,0,1.6737589593976736,186,315/s1/uncertainty,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
myopic,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,4,12,,3.21313,12,12,2570,84,0,1.660489359870553,187,315/s1/myopic,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
greedy,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,4,4,1,0,2,4,12,,2.537022,12,12,2570,84,0,1.6758429035544395,188,315/s1/greedy,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
edf,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.971619,12,12,2624,84,0,1.6638801973313093,189,315/s1/edf,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
delay,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.255622,12,12,2624,84,0,1.679954456165433,190,315/s1/delay,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
fcfs,315,6e24f26cb9d9914506ff303d1553ffb6bd99328343d6786393f05fca6556658e,live_gpu,completed,,12,0,0,48,6,6,6,6,1,0,0,6,12,,2.258922,12,12,2624,84,0,1.685146875679493,191,315/s1/fcfs,1,54d9a97e25f5cb22cf0df216293303ea5c945713032c6bc1282c55fcf327e085
